

Josh,5,-5
manas,5,-3
pratham,5,2
Kanika,5,-1
Aman,5,-1
Naina,5,0
Joshna,5,-5
joshna,5,1
josh,10,-11
JOsh,5,0
josh,5,6
jo,5,2
Jo,5,-6
jo,5,-4
aman,5,0
osh,5,2
josh,5,2
Josh,5,-6
jhos,5,-6
josh,5,-6
Johs,5,-4
josh,5,-6
JOsh,5,-6
Josh,5,0
josh,5,0
josh,5,0
Josh,5,0
Josh,5,0
j,5,0
Josh,5,0
JOsh,5,1
JOsh,5,2
JOsh,5,1
JOsh,5,0
JOsh,5,-1
josh,5,-1
josh,5,-2
josh,5,-3
josh,5,-4
josh,5,-5
josh,5,-1
